issue,draw_time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
20260424162,2026-04-25 02:34:00,07,02,06,05,08,04,01,09,03,10
20260424163,2026-04-25 02:39:00,10,07,08,01,04,09,02,06,05,03
20260424164,2026-04-25 02:44:00,01,10,06,05,09,04,08,02,03,07
20260424165,2026-04-25 02:49:00,04,09,07,05,03,06,01,08,10,02
20260424166,2026-04-25 02:54:00,03,04,01,10,06,05,09,02,08,07
20260424167,2026-04-25 02:59:00,07,10,05,04,06,03,09,02,01,08
20260424168,2026-04-25 03:04:00,05,09,01,07,03,10,08,02,06,04
20260424169,2026-04-25 03:09:00,07,09,10,08,03,06,04,01,02,05
20260424170,2026-04-25 03:14:00,04,07,08,09,06,01,05,03,02,10
20260424171,2026-04-25 03:19:00,10,06,03,02,05,08,09,07,01,04
20260424172,2026-04-25 03:24:00,03,09,07,01,10,08,04,02,06,05
20260424173,2026-04-25 03:29:00,09,08,05,07,06,04,02,10,03,01
20260424174,2026-04-25 03:34:00,10,09,04,02,06,07,03,08,01,05
20260424175,2026-04-25 03:39:00,01,08,07,02,04,09,03,10,05,06
20260424176,2026-04-25 03:44:00,02,07,10,03,06,09,05,04,08,01
20260424177,2026-04-25 03:49:00,07,03,06,02,01,08,09,04,05,10
20260424178,2026-04-25 03:54:00,10,05,07,08,04,03,09,02,01,06
20260424179,2026-04-25 03:59:00,04,07,09,05,01,08,02,10,06,03
20260424180,2026-04-25 04:04:00,10,04,08,03,01,05,09,02,06,07
20260425001,2026-04-25 13:09:00,01,09,03,06,10,07,08,02,04,05
20260425002,2026-04-25 13:14:00,01,04,05,10,02,03,09,08,06,07
20260425003,2026-04-25 13:19:00,04,06,08,07,02,01,09,03,05,10
20260425004,2026-04-25 13:24:00,09,06,10,04,05,07,02,01,03,08
20260425005,2026-04-25 13:29:00,01,07,08,02,06,04,03,09,10,05
20260425006,2026-04-25 13:34:00,07,03,10,04,08,01,05,06,02,09
20260425007,2026-04-25 13:39:00,02,05,01,07,03,08,04,09,10,06
20260425008,2026-04-25 13:44:00,03,02,10,06,08,04,05,09,07,01
20260425009,2026-04-25 13:49:00,04,03,01,09,06,08,02,07,05,10
20260425010,2026-04-25 13:54:00,04,08,02,10,09,05,07,01,06,03
20260425011,2026-04-25 13:59:00,09,04,05,06,07,01,08,10,02,03
20260425012,2026-04-25 14:04:00,02,07,05,09,08,03,06,10,01,04
20260425013,2026-04-25 14:09:00,07,08,02,01,05,03,10,04,09,06
20260425014,2026-04-25 14:14:00,07,08,02,06,10,04,05,09,01,03
20260425015,2026-04-25 14:19:00,07,02,03,05,09,04,01,10,08,06
20260425016,2026-04-25 14:24:00,07,02,04,08,09,05,10,06,03,01
20260425017,2026-04-25 14:29:00,07,10,03,06,02,08,04,01,05,09
20260425018,2026-04-25 14:34:00,04,09,10,06,01,08,03,05,02,07
20260425019,2026-04-25 14:39:00,10,06,03,02,04,09,01,08,05,07
20260425020,2026-04-25 14:44:00,03,04,08,05,07,10,01,02,09,06
20260425021,2026-04-25 14:49:00,02,09,01,07,06,04,05,08,03,10
20260425022,2026-04-25 14:54:00,08,02,06,04,07,01,03,09,10,05
20260425023,2026-04-25 14:59:00,04,02,08,09,01,05,10,06,07,03
20260425024,2026-04-25 15:04:00,08,06,05,04,01,03,09,10,07,02
20260425025,2026-04-25 15:09:00,10,07,01,06,03,09,08,02,04,05
20260425026,2026-04-25 15:14:00,01,05,10,06,08,07,04,09,02,03
20260425027,2026-04-25 15:19:00,03,01,07,10,09,08,04,06,02,05
20260425028,2026-04-25 15:24:00,03,08,06,04,07,10,02,09,05,01
20260425029,2026-04-25 15:29:00,05,02,06,10,03,09,07,04,08,01
20260425030,2026-04-25 15:34:00,01,03,06,10,08,05,02,04,07,09
20260425031,2026-04-25 15:39:00,08,02,10,06,09,07,04,05,03,01
20260425032,2026-04-25 15:44:00,01,06,02,09,03,10,08,07,05,04
20260425033,2026-04-25 15:49:00,02,04,05,09,03,08,01,06,10,07
20260425034,2026-04-25 15:54:00,06,07,04,02,09,10,03,01,08,05
20260425035,2026-04-25 15:59:00,06,01,10,05,02,07,08,04,09,03
20260425036,2026-04-25 16:04:00,04,03,07,06,08,10,02,09,01,05
20260425037,2026-04-25 16:09:00,05,06,02,01,07,08,03,04,09,10
20260425038,2026-04-25 16:14:00,02,07,04,01,03,08,09,10,05,06
20260425039,2026-04-25 16:19:00,03,02,01,07,09,10,08,06,05,04
20260425040,2026-04-25 16:24:00,04,07,08,06,09,10,03,05,02,01
20260425041,2026-04-25 16:29:00,07,09,08,02,06,03,01,04,05,10
20260425042,2026-04-25 16:34:00,03,05,09,08,10,07,02,01,06,04
20260425043,2026-04-25 16:39:00,08,09,07,02,03,01,05,06,10,04
20260425044,2026-04-25 16:44:00,07,10,05,06,04,02,09,03,08,01
20260425045,2026-04-25 16:49:00,03,04,08,06,02,01,09,10,07,05
20260425046,2026-04-25 16:54:00,05,04,01,09,02,03,10,07,08,06
20260425047,2026-04-25 16:59:00,10,07,03,05,01,04,06,09,02,08
20260425048,2026-04-25 17:04:00,07,10,08,09,03,06,01,04,05,02
20260425049,2026-04-25 17:09:00,07,09,04,08,10,01,02,05,06,03
20260425050,2026-04-25 17:14:00,07,01,10,02,06,03,05,04,09,08
20260425051,2026-04-25 17:19:00,02,06,04,05,07,08,09,10,03,01
20260425052,2026-04-25 17:24:00,09,08,03,04,07,05,02,06,10,01
20260425053,2026-04-25 17:29:00,08,07,01,09,10,05,03,06,04,02
20260425054,2026-04-25 17:34:00,10,07,04,03,01,06,08,09,05,02
20260425055,2026-04-25 17:39:00,09,05,03,10,01,04,08,06,07,02
20260425056,2026-04-25 17:44:00,02,09,06,08,01,05,04,03,07,10
20260425057,2026-04-25 17:49:00,08,09,04,01,07,10,03,02,06,05
20260425058,2026-04-25 17:54:00,05,09,02,10,06,08,07,01,04,03
20260425059,2026-04-25 17:59:00,05,03,01,10,06,07,09,02,04,08
20260425060,2026-04-25 18:04:00,04,03,07,05,06,02,10,09,08,01
20260425061,2026-04-25 18:09:00,05,01,07,02,08,04,03,06,10,09
20260425062,2026-04-25 18:14:00,05,10,09,07,03,01,04,08,02,06
20260425063,2026-04-25 18:19:00,01,04,02,03,10,07,06,05,09,08
20260425064,2026-04-25 18:24:00,10,02,08,09,07,03,05,01,04,06
20260425065,2026-04-25 18:29:00,09,10,08,06,02,01,04,07,05,03
20260425066,2026-04-25 18:34:00,02,06,04,03,09,05,08,10,07,01
20260425067,2026-04-25 18:39:00,05,01,10,07,04,08,02,09,06,03
20260425068,2026-04-25 18:44:00,06,04,09,10,02,01,05,07,08,03
20260425069,2026-04-25 18:49:00,01,08,06,10,07,03,09,05,04,02
20260425070,2026-04-25 18:54:00,07,02,08,05,03,06,04,09,01,10
20260425071,2026-04-25 18:59:00,08,02,09,10,01,07,05,06,03,04
20260425072,2026-04-25 19:04:00,07,08,06,05,09,02,04,03,01,10
20260425073,2026-04-25 19:09:00,01,03,10,05,02,07,09,06,08,04
20260425074,2026-04-25 19:14:00,10,04,01,03,09,02,06,08,05,07
20260425075,2026-04-25 19:19:00,06,01,04,08,07,03,02,05,10,09
20260425076,2026-04-25 19:24:00,04,05,01,02,07,06,10,03,08,09
20260425077,2026-04-25 19:29:00,10,02,03,01,05,04,07,06,08,09
20260425078,2026-04-25 19:34:00,10,09,03,05,06,07,08,04,01,02
20260425079,2026-04-25 19:39:00,05,06,01,10,03,09,07,04,08,02
20260425080,2026-04-25 19:44:00,02,07,08,03,10,09,05,01,06,04
20260425081,2026-04-25 19:49:00,07,03,02,01,05,08,06,04,10,09
20260425082,2026-04-25 19:54:00,09,05,02,10,03,08,04,01,07,06
20260425083,2026-04-25 19:59:00,01,02,05,07,04,09,06,08,03,10
20260425084,2026-04-25 20:04:00,03,01,09,02,10,07,08,06,04,05
20260425085,2026-04-25 20:09:00,08,01,10,07,02,06,03,09,05,04
20260425086,2026-04-25 20:14:00,08,10,09,01,05,03,02,07,06,04
20260425087,2026-04-25 20:19:00,02,01,09,07,08,05,03,06,10,04
20260425088,2026-04-25 20:24:00,01,06,02,10,08,09,07,05,04,03
20260425089,2026-04-25 20:29:00,06,07,10,03,01,08,05,04,02,09
20260425090,2026-04-25 20:34:00,09,07,04,10,06,03,05,02,08,01
20260425091,2026-04-25 20:39:00,08,01,02,06,05,09,04,07,03,10
20260425092,2026-04-25 20:44:00,07,02,03,10,09,06,05,08,01,04
20260425093,2026-04-25 20:49:00,08,06,03,04,02,09,07,05,01,10
20260425094,2026-04-25 20:54:00,09,03,06,04,01,08,05,07,02,10
20260425095,2026-04-25 20:59:00,01,08,03,06,10,04,02,07,09,05
20260425096,2026-04-25 21:04:00,06,05,09,10,01,02,03,08,07,04
20260425097,2026-04-25 21:09:00,09,03,05,08,07,04,02,06,10,01
20260425098,2026-04-25 21:14:00,08,07,04,09,05,03,02,01,10,06
20260425099,2026-04-25 21:19:00,09,01,05,10,08,02,07,04,03,06
20260425100,2026-04-25 21:24:00,05,02,04,01,06,03,07,08,09,10
20260425101,2026-04-25 21:29:00,07,05,04,01,03,10,06,02,08,09
20260425102,2026-04-25 21:34:00,08,01,03,02,04,07,05,09,10,06
20260425103,2026-04-25 21:39:00,07,09,01,08,10,03,06,04,02,05
20260425104,2026-04-25 21:44:00,04,05,07,08,02,09,06,03,10,01
20260425105,2026-04-25 21:49:00,08,01,02,04,05,09,10,03,06,07
20260425106,2026-04-25 21:54:00,09,05,07,01,02,08,06,03,10,04
20260425107,2026-04-25 21:59:00,04,06,03,07,02,01,09,10,08,05
20260425108,2026-04-25 22:04:00,07,08,02,03,04,01,09,10,06,05
20260425109,2026-04-25 22:09:00,01,05,10,06,02,04,09,08,07,03
20260425110,2026-04-25 22:14:00,05,07,10,09,04,03,06,08,01,02
20260425111,2026-04-25 22:19:00,04,02,07,08,09,05,01,10,03,06
20260425112,2026-04-25 22:24:00,03,06,10,08,09,05,01,04,02,07
20260425113,2026-04-25 22:29:00,09,08,02,07,05,06,03,04,01,10
20260425114,2026-04-25 22:34:00,08,03,10,09,07,04,01,05,06,02
20260425115,2026-04-25 22:39:00,09,04,05,08,06,10,01,07,02,03
20260425116,2026-04-25 22:44:00,03,09,02,08,10,06,04,07,01,05
20260425117,2026-04-25 22:49:00,10,05,01,06,09,08,07,04,02,03
20260425118,2026-04-25 22:54:00,03,02,01,08,09,04,07,06,05,10
20260425119,2026-04-25 22:59:00,06,09,01,07,04,05,02,08,10,03
20260425120,2026-04-25 23:04:00,04,01,09,08,07,10,03,02,06,05
20260425121,2026-04-25 23:09:00,08,04,09,07,03,10,06,02,01,05
20260425122,2026-04-25 23:14:00,09,01,04,03,07,05,02,06,08,10
20260425123,2026-04-25 23:19:00,06,01,08,03,07,04,02,05,09,10
20260425124,2026-04-25 23:24:00,01,07,03,08,04,09,05,10,06,02
20260425125,2026-04-25 23:29:00,08,07,03,01,09,05,02,06,10,04
20260425126,2026-04-25 23:34:00,02,10,04,09,06,03,08,01,07,05
20260425127,2026-04-25 23:39:00,01,09,10,03,06,05,02,07,04,08
20260425128,2026-04-25 23:44:00,04,05,02,06,07,09,01,10,03,08
20260425129,2026-04-25 23:49:00,08,09,07,05,01,02,03,04,10,06
20260425130,2026-04-25 23:54:00,07,05,03,09,06,10,08,01,02,04
20260425131,2026-04-25 23:59:00,05,08,07,09,06,10,03,02,01,04
20260425132,2026-04-26 00:04:00,02,01,06,08,07,05,03,10,09,04
20260425133,2026-04-26 00:09:00,04,05,01,03,06,10,08,09,02,07
20260425134,2026-04-26 00:14:00,06,01,07,04,02,05,10,03,08,09
20260425135,2026-04-26 00:19:00,09,03,01,02,06,04,08,05,10,07
20260425136,2026-04-26 00:24:00,06,03,08,02,07,05,09,10,04,01
20260425137,2026-04-26 00:29:00,10,04,09,06,05,03,08,01,02,07
20260425138,2026-04-26 00:34:00,07,08,09,04,01,05,02,06,10,03
20260425139,2026-04-26 00:39:00,05,08,03,01,10,09,04,06,02,07
20260425140,2026-04-26 00:44:00,04,05,09,06,01,07,02,10,08,03
20260425141,2026-04-26 00:49:00,10,03,05,07,06,08,02,04,09,01
20260425142,2026-04-26 00:54:00,06,03,04,09,08,07,05,02,01,10
20260425143,2026-04-26 00:59:00,03,02,05,10,08,07,01,04,09,06
20260425144,2026-04-26 01:04:00,09,04,02,03,01,10,06,07,05,08
20260425145,2026-04-26 01:09:00,04,01,10,02,08,07,06,03,09,05
20260425146,2026-04-26 01:14:00,05,08,01,04,02,07,09,03,06,10
20260425147,2026-04-26 01:19:00,05,06,08,02,09,03,04,01,07,10
20260425148,2026-04-26 01:24:00,07,04,02,10,09,06,03,05,01,08
20260425149,2026-04-26 01:29:00,06,04,10,08,01,03,07,05,02,09
20260425150,2026-04-26 01:34:00,01,02,09,04,07,10,05,08,03,06
20260425151,2026-04-26 01:39:00,06,09,03,08,01,05,07,04,02,10
20260425152,2026-04-26 01:44:00,08,09,03,04,05,10,06,07,01,02
20260425153,2026-04-26 01:49:00,04,08,03,10,09,01,05,02,06,07
20260425154,2026-04-26 01:54:00,06,05,01,04,07,08,09,02,03,10
20260425155,2026-04-26 01:59:00,10,03,04,06,01,07,05,09,08,02
20260425156,2026-04-26 02:04:00,01,07,02,03,06,09,04,10,05,08
20260425157,2026-04-26 02:09:00,02,03,01,06,10,07,08,05,04,09
20260425158,2026-04-26 02:14:00,07,02,09,05,04,03,01,10,06,08
20260425159,2026-04-26 02:19:00,09,10,05,02,08,01,06,04,03,07
20260425160,2026-04-26 02:24:00,10,07,03,08,09,06,05,01,02,04
20260425161,2026-04-26 02:29:00,05,03,08,01,04,02,06,10,07,09
20260425162,2026-04-26 02:34:00,10,06,03,01,05,09,07,02,08,04
20260425163,2026-04-26 02:39:00,10,03,06,01,07,04,09,05,02,08
20260425164,2026-04-26 02:44:00,02,03,05,01,10,06,08,04,07,09
20260425165,2026-04-26 02:49:00,04,06,07,02,10,08,05,09,03,01
20260425166,2026-04-26 02:54:00,07,02,03,05,08,06,09,01,04,10
20260425167,2026-04-26 02:59:00,01,09,04,07,05,03,10,08,02,06
20260425168,2026-04-26 03:04:00,10,08,01,05,04,03,09,06,07,02
20260425169,2026-04-26 03:09:00,04,06,02,03,09,07,08,01,10,05
20260425170,2026-04-26 03:14:00,04,03,09,02,05,06,08,01,07,10
20260425171,2026-04-26 03:19:00,06,07,08,05,02,10,04,03,01,09
20260425172,2026-04-26 03:24:00,07,05,09,06,08,04,10,03,02,01
20260425173,2026-04-26 03:29:00,10,09,04,02,07,01,06,05,08,03
20260425174,2026-04-26 03:34:00,03,10,01,05,09,08,06,02,07,04
20260425175,2026-04-26 03:39:00,06,02,01,10,05,04,07,09,03,08
20260425176,2026-04-26 03:44:00,07,02,08,09,04,01,10,03,05,06
20260425177,2026-04-26 03:49:00,04,08,05,01,09,07,10,03,06,02
20260425178,2026-04-26 03:54:00,02,09,05,07,01,10,03,06,04,08
20260425179,2026-04-26 03:59:00,02,06,05,08,03,04,07,01,10,09
20260425180,2026-04-26 04:04:00,10,09,04,01,03,06,02,07,05,08
20260426001,2026-04-26 13:09:00,02,07,05,03,09,06,04,10,01,08
20260426002,2026-04-26 13:14:00,01,04,08,03,02,10,07,09,06,05
20260426003,2026-04-26 13:19:00,10,08,06,03,01,07,05,09,04,02
20260426004,2026-04-26 13:24:00,04,06,01,05,03,08,07,10,02,09
20260426005,2026-04-26 13:29:00,05,01,10,02,03,06,07,04,09,08
20260426006,2026-04-26 13:34:00,05,02,10,04,03,06,01,08,07,09
20260426007,2026-04-26 13:39:00,07,06,04,01,10,02,08,09,05,03
20260426008,2026-04-26 13:44:00,03,02,06,08,10,05,04,01,09,07
20260426009,2026-04-26 13:49:00,08,04,05,07,10,01,09,06,02,03
20260426010,2026-04-26 13:54:00,09,04,03,02,06,08,01,07,10,05
20260426011,2026-04-26 13:59:00,08,05,01,03,04,02,07,10,06,09
20260426012,2026-04-26 14:04:00,06,01,09,10,07,03,05,08,02,04
20260426013,2026-04-26 14:09:00,02,04,05,06,03,08,01,10,09,07
20260426014,2026-04-26 14:14:00,07,05,09,10,03,01,08,02,06,04
20260426015,2026-04-26 14:19:00,07,01,10,06,05,09,08,03,02,04
20260426016,2026-04-26 14:24:00,10,08,09,05,02,04,07,06,03,01
20260426017,2026-04-26 14:29:00,08,03,09,06,04,07,02,10,01,05
20260426018,2026-04-26 14:34:00,09,08,03,10,06,07,02,04,01,05
20260426019,2026-04-26 14:39:00,06,08,04,02,07,05,03,01,10,09
20260426020,2026-04-26 14:44:00,08,03,02,06,07,04,01,05,10,09
20260426021,2026-04-26 14:49:00,06,04,09,07,01,02,08,05,03,10
20260426022,2026-04-26 14:54:00,02,09,05,07,03,08,06,10,04,01
20260426023,2026-04-26 14:59:00,09,07,06,05,04,02,08,10,03,01
20260426024,2026-04-26 15:04:00,07,09,06,02,03,01,05,04,08,10
20260426025,2026-04-26 15:09:00,09,06,07,03,02,10,01,04,05,08
20260426026,2026-04-26 15:14:00,10,08,05,09,02,04,03,07,06,01
20260426027,2026-04-26 15:19:00,05,02,03,07,06,09,10,01,04,08
20260426028,2026-04-26 15:24:00,01,07,04,09,08,03,05,10,06,02
20260426029,2026-04-26 15:29:00,04,03,01,07,05,02,08,10,09,06
20260426030,2026-04-26 15:34:00,06,01,05,09,03,08,10,07,04,02
20260426031,2026-04-26 15:39:00,08,09,05,07,10,02,04,06,03,01
20260426032,2026-04-26 15:44:00,03,09,06,04,10,02,08,01,05,07
20260426033,2026-04-26 15:49:00,02,05,04,09,10,03,07,01,06,08
20260426034,2026-04-26 15:54:00,07,02,01,06,04,08,05,03,09,10
20260426035,2026-04-26 15:59:00,10,02,09,04,08,03,06,07,05,01
20260426036,2026-04-26 16:04:00,04,02,09,05,10,08,06,07,03,01
20260426037,2026-04-26 16:09:00,10,07,02,04,08,09,05,01,03,06
20260426038,2026-04-26 16:14:00,02,09,06,08,10,07,01,03,05,04
20260426039,2026-04-26 16:19:00,04,05,06,08,07,10,09,01,03,02
20260426040,2026-04-26 16:24:00,06,10,04,08,02,09,05,03,01,07
20260426041,2026-04-26 16:29:00,06,05,10,04,02,03,09,08,07,01
20260426042,2026-04-26 16:34:00,05,08,02,03,09,10,01,07,06,04
20260426043,2026-04-26 16:39:00,04,10,09,08,03,07,01,06,02,05
20260426044,2026-04-26 16:44:00,03,09,02,06,04,08,10,05,01,07
20260426045,2026-04-26 16:49:00,10,06,01,08,02,09,05,07,04,03
20260426046,2026-04-26 16:54:00,03,01,08,10,05,04,06,07,09,02
20260426047,2026-04-26 16:59:00,07,02,10,09,06,04,05,08,03,01
20260426048,2026-04-26 17:04:00,03,08,04,09,06,01,07,10,05,02
20260426049,2026-04-26 17:09:00,06,01,05,07,08,03,04,02,09,10
20260426050,2026-04-26 17:14:00,05,04,03,06,10,08,01,07,09,02
20260426051,2026-04-26 17:19:00,02,05,07,08,06,10,03,01,04,09
20260426052,2026-04-26 17:24:00,10,01,09,02,04,06,03,07,05,08
20260426053,2026-04-26 17:29:00,10,01,08,05,09,04,06,02,03,07
20260426054,2026-04-26 17:34:00,09,03,01,04,02,08,06,05,07,10
20260426055,2026-04-26 17:39:00,06,08,05,09,04,01,02,07,10,03
20260426056,2026-04-26 17:44:00,08,03,01,07,04,09,02,06,05,10
20260426057,2026-04-26 17:49:00,02,03,06,08,05,07,01,09,04,10
20260426058,2026-04-26 17:54:00,01,03,07,04,09,05,10,02,06,08
20260426059,2026-04-26 17:59:00,10,07,08,04,02,01,09,05,06,03
20260426060,2026-04-26 18:04:00,08,10,02,09,03,04,01,06,05,07
20260426061,2026-04-26 18:09:00,08,03,04,02,01,07,05,06,10,09
20260426062,2026-04-26 18:14:00,06,04,08,05,03,10,02,07,09,01
20260426063,2026-04-26 18:19:00,09,02,03,07,05,08,04,01,10,06
20260426064,2026-04-26 18:24:00,06,02,07,04,10,05,08,01,09,03
20260426065,2026-04-26 18:29:00,08,01,09,10,04,05,06,07,03,02
20260426066,2026-04-26 18:34:00,01,09,05,03,07,06,02,10,04,08
20260426067,2026-04-26 18:39:00,07,09,05,02,03,06,04,10,01,08
20260426068,2026-04-26 18:44:00,06,10,01,05,04,02,03,09,08,07
20260426069,2026-04-26 18:49:00,02,04,03,05,10,06,01,09,08,07
20260426070,2026-04-26 18:54:00,09,06,10,04,08,02,05,07,01,03
20260426071,2026-04-26 18:59:00,09,01,02,04,06,07,03,05,08,10
20260426072,2026-04-26 19:04:00,10,03,07,05,06,08,04,02,09,01
20260426073,2026-04-26 19:09:00,10,08,06,09,01,03,07,05,04,02
20260426074,2026-04-26 19:14:00,06,08,01,05,04,10,09,07,03,02
20260426075,2026-04-26 19:19:00,08,05,03,10,01,04,02,09,07,06
20260426076,2026-04-26 19:24:00,03,10,09,06,08,04,05,07,02,01
20260426077,2026-04-26 19:29:00,06,04,01,07,02,05,09,08,10,03
20260426078,2026-04-26 19:34:00,03,06,04,09,05,02,01,10,07,08
20260426079,2026-04-26 19:39:00,07,04,10,06,09,03,08,01,05,02
20260426080,2026-04-26 19:44:00,04,09,03,06,10,05,08,07,01,02
20260426081,2026-04-26 19:49:00,09,06,03,04,08,10,02,05,01,07
20260426082,2026-04-26 19:54:00,07,01,09,06,04,10,03,02,08,05
20260426083,2026-04-26 19:59:00,10,02,05,07,08,03,01,04,09,06
20260426084,2026-04-26 20:04:00,06,04,08,10,01,03,07,09,05,02
20260426085,2026-04-26 20:09:00,10,08,05,04,03,09,01,06,02,07
20260426086,2026-04-26 20:14:00,10,07,06,03,01,02,04,08,09,05
20260426087,2026-04-26 20:19:00,04,06,03,09,02,08,07,01,10,05
20260426088,2026-04-26 20:24:00,02,05,01,07,03,10,06,08,09,04
20260426089,2026-04-26 20:29:00,03,10,07,08,09,06,04,02,01,05
20260426090,2026-04-26 20:34:00,05,03,02,04,07,01,09,06,08,10
20260426091,2026-04-26 20:39:00,02,09,06,08,10,05,03,07,04,01
20260426092,2026-04-26 20:44:00,06,07,03,05,08,02,10,01,09,04
20260426093,2026-04-26 20:49:00,04,05,09,07,08,02,03,10,06,01
20260426094,2026-04-26 20:54:00,10,03,01,02,08,06,04,07,09,05
20260426095,2026-04-26 20:59:00,01,06,04,02,05,08,07,10,03,09
20260426096,2026-04-26 21:04:00,10,01,06,08,07,02,04,03,05,09
20260426097,2026-04-26 21:09:00,05,08,04,02,10,09,01,07,03,06
20260426098,2026-04-26 21:14:00,05,02,08,01,06,09,04,03,10,07
20260426099,2026-04-26 21:19:00,06,04,02,03,07,09,05,01,08,10
20260426100,2026-04-26 21:24:00,03,02,07,08,09,06,10,04,01,05
20260426101,2026-04-26 21:29:00,01,08,02,06,10,07,04,03,09,05
20260426102,2026-04-26 21:34:00,10,01,05,08,09,04,06,02,07,03
20260426103,2026-04-26 21:39:00,01,05,08,03,10,04,02,06,09,07
20260426104,2026-04-26 21:44:00,02,09,07,05,06,08,10,04,03,01
20260426105,2026-04-26 21:49:00,07,08,05,10,04,09,02,06,01,03
20260426106,2026-04-26 21:54:00,10,07,05,06,09,01,08,03,02,04
20260426107,2026-04-26 21:59:00,07,02,03,06,09,08,01,04,05,10
20260426108,2026-04-26 22:04:00,04,09,07,10,03,02,06,05,08,01
20260426109,2026-04-26 22:09:00,03,05,02,07,06,10,04,08,09,01
20260426110,2026-04-26 22:14:00,09,03,02,08,06,04,07,05,01,10
20260426111,2026-04-26 22:19:00,09,04,02,10,03,05,06,07,08,01
20260426112,2026-04-26 22:24:00,07,08,09,10,02,06,05,03,01,04
20260426113,2026-04-26 22:29:00,09,10,01,07,05,03,06,08,02,04
20260426114,2026-04-26 22:34:00,07,01,02,06,03,08,10,04,09,05
20260426115,2026-04-26 22:39:00,06,04,07,10,05,01,09,08,02,03
20260426116,2026-04-26 22:44:00,08,04,07,01,02,05,09,10,03,06
20260426117,2026-04-26 22:49:00,05,06,03,02,01,09,07,04,10,08
20260426118,2026-04-26 22:54:00,10,02,07,09,03,08,06,05,01,04
20260426119,2026-04-26 22:59:00,03,08,02,09,10,05,07,04,01,06
20260426120,2026-04-26 23:04:00,04,03,10,07,05,06,09,01,02,08
20260426121,2026-04-26 23:09:00,04,06,08,07,10,05,09,01,02,03
20260426122,2026-04-26 23:14:00,02,01,08,06,07,09,10,05,03,04
20260426123,2026-04-26 23:19:00,09,03,08,06,04,05,01,10,02,07
20260426124,2026-04-26 23:24:00,10,01,03,06,09,05,07,02,08,04
20260426125,2026-04-26 23:29:00,05,01,04,06,10,09,02,03,08,07
20260426126,2026-04-26 23:34:00,02,01,04,05,09,06,10,08,03,07
20260426127,2026-04-26 23:39:00,08,05,10,02,06,09,01,07,04,03
20260426128,2026-04-26 23:44:00,08,05,04,06,03,07,02,09,10,01
20260426129,2026-04-26 23:49:00,09,04,03,02,05,10,01,07,08,06
20260426130,2026-04-26 23:54:00,05,07,03,01,02,04,09,06,08,10
20260426131,2026-04-26 23:59:00,06,03,01,07,10,05,04,02,09,08
20260426132,2026-04-27 00:04:00,03,08,01,09,06,07,02,04,10,05
20260426133,2026-04-27 00:09:00,07,03,02,06,05,09,01,10,04,08
20260426134,2026-04-27 00:14:00,04,07,05,08,06,09,03,10,01,02
20260426135,2026-04-27 00:19:00,08,01,07,06,02,03,04,10,09,05
20260426136,2026-04-27 00:24:00,04,01,03,06,02,09,05,10,07,08
20260426137,2026-04-27 00:29:00,01,06,10,09,07,03,04,08,05,02
20260426138,2026-04-27 00:34:00,07,03,08,02,04,10,01,09,05,06
20260426139,2026-04-27 00:39:00,02,04,07,06,09,05,03,01,08,10
20260426140,2026-04-27 00:44:00,04,09,10,06,07,08,01,03,05,02
20260426141,2026-04-27 00:49:00,08,02,09,04,10,05,03,07,06,01
20260426142,2026-04-27 00:54:00,05,06,08,10,01,07,09,03,02,04
20260426143,2026-04-27 00:59:00,04,06,08,05,01,07,10,02,09,03
20260426144,2026-04-27 01:04:00,03,06,02,08,04,09,01,10,05,07
20260426145,2026-04-27 01:09:00,03,08,06,10,02,04,07,01,09,05
20260426146,2026-04-27 01:14:00,01,06,02,05,10,07,08,03,04,09
20260426147,2026-04-27 01:19:00,05,08,01,02,04,03,07,06,09,10
20260426148,2026-04-27 01:24:00,03,08,06,05,09,02,07,10,04,01
20260426149,2026-04-27 01:29:00,10,07,04,09,02,03,01,06,05,08
